job_title,company,location,description,required_skills,experience_years,education,salary_range
Full Stack Engineer,Saudi Aramco,Riyadh,"Saudi Aramco is hiring an experienced Full Stack Engineer to strengthen our Software Engineering capabilities in Riyadh. You will build and maintain microservices, manage service-to-service communication, and handle distributed system complexity. Participation in Agile ceremonies, sprint planning, and continuous delivery is part of everyday engineering life here. You will own features end-to-end: from design and implementation through to monitoring in production. Collaboration with security teams to implement secure coding practices and conduct threat modelling is required. Candidates should hold a Bachelor's degree with at least 5 years of hands-on experience.","Python, Microservices, Kafka, PostgreSQL, Docker, Kubernetes, AWS, Git, SQL, CI/CD",5,Bachelor,"15,000–22,000 SAR/month"
Security Operations Engineer,SABIC,Riyadh,"Join SABIC as a Security Operations Engineer and help us drive innovation across Cybersecurity in Saudi Arabia. Close collaboration with DevOps to embed security into CI/CD pipelines (DevSecOps) is expected. You will track threat intelligence feeds, analyse IOCs, and proactively hunt for threats in the environment. Reviewing application code for security vulnerabilities (OWASP Top 10) and advising developers on secure coding is required. You will monitor security events using SIEM tools, investigate alerts, and lead incident response activities. Conducting vulnerability assessments and coordinating remediation with engineering teams will be a regular part of your work. We require a Bachelor's degree and 2+ years of proven experience in a similar role.","Cybersecurity, Application Security, Python, OWASP, Docker, Kubernetes, AWS, Git, CI/CD",2,Bachelor,"28,000–42,000 SAR/month"
Staff Data Scientist,STC,Riyadh,"Join STC as a Staff Data Scientist and help us drive innovation across Data Science in Saudi Arabia. You will design and implement machine learning models to solve complex business problems and improve decision-making at scale. Working closely with data engineers, you will build robust feature pipelines that feed production ML systems. You will conduct rigorous experiments using statistical methods and present findings to senior stakeholders. We require a PhD's degree and 7+ years of proven experience in a similar role.","Python, NLP, BERT, Transformers, Hugging Face, SQL, Pandas, Feature Engineering, Model Deployment, FastAPI, Docker, Git",7,PhD,"22,000–32,000 SAR/month"
Product Manager,Oracle KSA,Riyadh,"We are seeking a talented Product Manager to join our growing team at Oracle KSA (Riyadh). Facilitating sprint ceremonies, managing the product backlog, and ensuring on-time delivery are daily responsibilities. You will define acceptance criteria, manage dependencies across teams, and drive resolution of blockers. Conducting competitive analysis, market research, and user research to inform product strategy is expected. You will define the product vision and roadmap, translate business requirements into engineering stories, and prioritise features ruthlessly. Working in Agile squads, you will partner with engineering, design, data science, and commercial teams to ship high-impact features. A PhD's degree in a relevant field and 6+ years of experience are required.","Product Management, Agile, Scrum, SQL, Data Analysis, Communication, Leadership, Roadmapping, Python, Jira",6,PhD,"20,000–30,000 SAR/month"
Cybersecurity Analyst,Mozn,Riyadh,"Mozn's Cybersecurity team is expanding and looking for a passionate Cybersecurity Analyst in Riyadh. You will develop and maintain security policies aligned with NCA, ISO 27001, and SAMA cybersecurity frameworks. Proficiency in Python scripting for automation of security tasks and familiarity with cloud security posture management are valued. You will perform penetration tests on web applications, APIs, and internal network infrastructure and produce detailed reports. Threat modelling, red team exercises, and security code reviews are core activities in this role. A Master's degree with 7+ years of industry experience is expected. Saudi nationals and Iqama holders welcome.","Cybersecurity, Application Security, Python, OWASP, Docker, Kubernetes, AWS, Git, CI/CD",7,Master,"22,000–32,000 SAR/month"
Senior AI Engineer,Geidea,Riyadh,"Join Geidea as a Senior AI Engineer and help us drive innovation across ML/AI Engineering in Saudi Arabia. Containerisation with Docker and orchestration with Kubernetes are core skills you will use daily. You will integrate LLM-powered features (RAG, function calling, agents) into our product stack. You will design and maintain scalable ML infrastructure including automated training, evaluation, and deployment pipelines. Monitoring model drift, latency, and data quality in production will be a key part of your daily responsibilities. You will package models into production-grade services using FastAPI, TensorFlow Serving, or TorchServe. We require a PhD's degree and 7+ years of proven experience in a similar role.","Python, MLOps, Docker, Kubernetes, TensorFlow, PyTorch, Airflow, AWS, Git, CI/CD, MLflow",7,PhD,"32,000–48,000 SAR/month"
Operations Analyst,Saudi Post,Riyadh,"Saudi Post is hiring an experienced Operations Analyst to strengthen our Data Analysis & BI capabilities in Riyadh. You will track business KPIs, build executive reporting packs, and contribute to the weekly business review process. Conducting root-cause analyses and identifying growth opportunities from large datasets is a core expectation. You will design and maintain interactive Power BI or Tableau dashboards consumed by executives and operational teams. Writing optimised SQL queries against our data warehouse and automating reports using Python will be regular activities. Candidates should hold a PhD's degree with at least 3 years of hands-on experience.","SQL Server, Power BI, DAX, ETL, Excel, Data Modeling, Python, Pandas, Statistics, Communication",3,PhD,"20,000–30,000 SAR/month"
Lead Data Scientist,SABIC,Riyadh,"SABIC is hiring an experienced Lead Data Scientist to strengthen our Data Science capabilities in Riyadh. Evaluating model performance with rigorous benchmarks and iterating rapidly using experiment tracking tools is a core activity. You will mentor junior data scientists and contribute to internal ML best-practices and knowledge sharing. Deep learning model optimisation, hyperparameter tuning, and cross-validation will be everyday activities. Candidates should hold a Bachelor's degree with at least 6 years of hands-on experience.","Python, Deep Learning, Computer Vision, OpenCV, PyTorch, TensorFlow, SQL, Pandas, Git, Docker, AWS",6,Bachelor,"28,000–42,000 SAR/month"
Staff Data Engineer,National Water Company,Riyadh,"Join National Water Company as a Staff Data Engineer and help us drive innovation across Data Engineering in Saudi Arabia. Building and maintaining a modern data stack (dbt + Airflow + Snowflake/BigQuery) is a key deliverable. You will manage our data warehouse infrastructure, optimise query performance, and reduce cloud costs. Designing and implementing real-time streaming pipelines using Kafka and Flink is highly valued. We require a Bachelor's degree and 8+ years of proven experience in a similar role.","Python, BigQuery, dbt, Airflow, SQL, Google Cloud, Docker, Kafka, Git, ETL",8,Bachelor,"30,000–45,000 SAR/month"
Research Scientist,Seera Group,Riyadh,"An exciting opportunity at Seera Group for a skilled Research Scientist based in Riyadh. You will mentor junior data scientists and contribute to internal ML best-practices and knowledge sharing. Deep learning model optimisation, hyperparameter tuning, and cross-validation will be everyday activities. You will work on computer vision pipelines for image classification, object detection, and segmentation tasks. You will design and implement machine learning models to solve complex business problems and improve decision-making at scale. This role requires a Master's degree (or equivalent) and a minimum of 8 years of relevant experience.","Python, Machine Learning, A/B Testing, Statistics, SQL, Pandas, Scikit-learn, Matplotlib, Seaborn, Git, Airflow",8,Master,"28,000–42,000 SAR/month"
Applied Scientist,Noon,Riyadh,"Noon is hiring an experienced Applied Scientist to strengthen our Data Science capabilities in Riyadh. You will design and implement machine learning models to solve complex business problems and improve decision-making at scale. Working closely with data engineers, you will build robust feature pipelines that feed production ML systems. You will conduct rigorous experiments using statistical methods and present findings to senior stakeholders. The role involves owning the full ML lifecycle: from data exploration and feature engineering to model deployment and monitoring. Candidates should hold a Master's degree with at least 7 years of hands-on experience.","Python, NLP, LLM, Prompt Engineering, GPT, Hugging Face, Transformers, SQL, Pandas, Statistics, Git, Azure",7,Master,"35,000–50,000 SAR/month"
Analytics Engineer,Saudi Aramco,Riyadh,"Saudi Aramco is hiring an experienced Analytics Engineer to strengthen our Data Engineering capabilities in Riyadh. You will work closely with data scientists to provide clean, well-documented feature datasets ready for model training. Architecting batch and real-time ETL pipelines, managing our data lake, and overseeing schema evolution are expected. You will champion data quality practices including automated testing, observability, and lineage tracking. Candidates should hold a Bachelor's degree with at least 6 years of hands-on experience.","Python, Apache Spark, Airflow, SQL, dbt, AWS, Kafka, PostgreSQL, Docker, Git",6,Bachelor,"18,000–26,000 SAR/month"
Staff Engineer,Oracle KSA,Riyadh,"We are seeking a talented Staff Engineer to join our growing team at Oracle KSA (Riyadh). Building reliable, idempotent background jobs and event-driven workflows using Celery, Kafka, or SQS is expected. You will design and build RESTful APIs that power web and mobile products used by millions of users. Responsibilities include database schema design, query optimisation, and ensuring API performance at scale. You will write clean, testable code with thorough documentation and participate actively in peer code reviews. Contributing to system design discussions and defining API contracts with frontend and mobile teams is expected. A Bachelor's degree in a relevant field and 3+ years of experience are required.","TypeScript, Node.js, PostgreSQL, Docker, AWS, Git, REST API, React, SQL, CI/CD",3,Bachelor,"15,000–22,000 SAR/month"
Data Infrastructure Engineer,AlUla Development Authority,Riyadh,"An exciting opportunity at AlUla Development Authority for a skilled Data Infrastructure Engineer based in Riyadh. Designing and implementing real-time streaming pipelines using Kafka and Flink is highly valued. You will build and optimise data pipelines using Apache Airflow and Spark, processing terabytes of structured and unstructured data daily. Implementing data models with dbt, monitoring pipeline health, and ensuring SLA compliance are core responsibilities. You will work closely with data scientists to provide clean, well-documented feature datasets ready for model training. Architecting batch and real-time ETL pipelines, managing our data lake, and overseeing schema evolution are expected. This role requires a Master's degree (or equivalent) and a minimum of 6 years of relevant experience.","Python, BigQuery, dbt, Airflow, SQL, Google Cloud, Docker, Kafka, Git, ETL",6,Master,"18,000–26,000 SAR/month"
Project Manager,IBM KSA,Riyadh,"We are seeking a talented Project Manager to join our growing team at IBM KSA (Riyadh). You will own KPIs, run user interviews, and synthesise qualitative and quantitative feedback into actionable improvements. Communicating project status to executive stakeholders and managing risk proactively are critical aspects of the role. Experience working on ML or data-heavy products and ability to discuss technical trade-offs with engineers is a strong differentiator. Facilitating sprint ceremonies, managing the product backlog, and ensuring on-time delivery are daily responsibilities. You will define acceptance criteria, manage dependencies across teams, and drive resolution of blockers. A Bachelor's degree in a relevant field and 5+ years of experience are required.","Product Management, Agile, SQL, Power BI, Communication, Critical Thinking, Project Management, Excel, Leadership",5,Bachelor,"28,000–40,000 SAR/month"
Marketing Analyst,Zain KSA,Riyadh,"Join Zain KSA as a Marketing Analyst and help us drive innovation across Data Analysis & BI in Saudi Arabia. You will design and maintain interactive Power BI or Tableau dashboards consumed by executives and operational teams. Writing optimised SQL queries against our data warehouse and automating reports using Python will be regular activities. You will partner with business units to define KPIs, validate data quality, and document data lineage. Translating complex datasets into clear, actionable visualisations for non-technical audiences is essential. We require a Master's degree and 8+ years of proven experience in a similar role.","SQL, Google Sheets, Tableau, Python, Data Analysis, Excel, BI, Statistics, Communication",8,Master,"16,000–24,000 SAR/month"
Business Intelligence Analyst,Deloitte KSA,Riyadh,"An exciting opportunity at Deloitte KSA for a skilled Business Intelligence Analyst based in Riyadh. You will collaborate with data engineers to ensure pipelines feeding your analyses are reliable and well-documented. Experience with dbt for data modelling and transformation in a modern analytics stack is highly valued. You will track business KPIs, build executive reporting packs, and contribute to the weekly business review process. Conducting root-cause analyses and identifying growth opportunities from large datasets is a core expectation. This role requires a Bachelor's degree (or equivalent) and a minimum of 1 years of relevant experience.","SQL, Power BI, Python, A/B Testing, Statistics, Excel, Data Analysis, Google Sheets, Communication, Agile",1,Bachelor,"16,000–24,000 SAR/month"
Growth Analyst,Saudi Aramco,Riyadh,We are seeking a talented Growth Analyst to join our growing team at Saudi Aramco (Riyadh). Responsibilities include building self-serve analytics dashboards and conducting ad-hoc analyses on demand. You will collaborate with data engineers to ensure pipelines feeding your analyses are reliable and well-documented. Experience with dbt for data modelling and transformation in a modern analytics stack is highly valued. A Master's degree in a relevant field and 3+ years of experience are required.,"SQL, Power BI, Excel, Python, Tableau, DAX, Data Analysis, Data Visualization, ETL, Statistics",3,Master,"16,000–24,000 SAR/month"
Cloud Security Engineer,Riyad Bank,Riyadh,"Riyad Bank is hiring an experienced Cloud Security Engineer to strengthen our Cybersecurity capabilities in Riyadh. You will monitor security events using SIEM tools, investigate alerts, and lead incident response activities. Conducting vulnerability assessments and coordinating remediation with engineering teams will be a regular part of your work. You will develop and maintain security policies aligned with NCA, ISO 27001, and SAMA cybersecurity frameworks. Proficiency in Python scripting for automation of security tasks and familiarity with cloud security posture management are valued. You will perform penetration tests on web applications, APIs, and internal network infrastructure and produce detailed reports. Candidates should hold a Master's degree with at least 5 years of hands-on experience.","Cybersecurity, Application Security, Python, OWASP, Docker, Kubernetes, AWS, Git, CI/CD",5,Master,"28,000–42,000 SAR/month"
Product Manager,GOSI,Riyadh,"Join GOSI as a Product Manager and help us drive innovation across Product & Project Management in Saudi Arabia. Communicating project status to executive stakeholders and managing risk proactively are critical aspects of the role. Experience working on ML or data-heavy products and ability to discuss technical trade-offs with engineers is a strong differentiator. Facilitating sprint ceremonies, managing the product backlog, and ensuring on-time delivery are daily responsibilities. We require a PhD's degree and 8+ years of proven experience in a similar role.","AI Product Management, Machine Learning, SQL, Agile, Communication, Data Analysis, Leadership, Roadmapping",8,PhD,"28,000–40,000 SAR/month"
Security Operations Engineer,Al Rajhi Bank,Riyadh,"An exciting opportunity at Al Rajhi Bank for a skilled Security Operations Engineer based in Riyadh. Threat modelling, red team exercises, and security code reviews are core activities in this role. Close collaboration with DevOps to embed security into CI/CD pipelines (DevSecOps) is expected. You will track threat intelligence feeds, analyse IOCs, and proactively hunt for threats in the environment. Reviewing application code for security vulnerabilities (OWASP Top 10) and advising developers on secure coding is required. You will monitor security events using SIEM tools, investigate alerts, and lead incident response activities. This role requires a Bachelor's degree (or equivalent) and a minimum of 6 years of relevant experience.","Cybersecurity, Cloud Security, AWS, Azure, Python, Linux, Docker, Kubernetes, Git, CI/CD",6,Bachelor,"16,000–24,000 SAR/month"
Senior Data Analyst,Accenture KSA,Riyadh,"Join Accenture KSA as a Senior Data Analyst and help us drive innovation across Data Analysis & BI in Saudi Arabia. You will support A/B test evaluation, funnel analysis, and cohort studies for product and marketing teams. Responsibilities include building self-serve analytics dashboards and conducting ad-hoc analyses on demand. You will collaborate with data engineers to ensure pipelines feeding your analyses are reliable and well-documented. Experience with dbt for data modelling and transformation in a modern analytics stack is highly valued. We require a Bachelor's degree and 6+ years of proven experience in a similar role.","SQL, Power BI, Excel, Python, Tableau, DAX, Data Analysis, Data Visualization, ETL, Statistics",6,Bachelor,"20,000–30,000 SAR/month"
Machine Learning Platform Engineer,AlUla Development Authority,Riyadh,"Join AlUla Development Authority as a Machine Learning Platform Engineer and help us drive innovation across ML/AI Engineering in Saudi Arabia. Responsibilities include optimising model latency, building shadow-testing frameworks, and automating A/B experiments. You will collaborate with data scientists to translate experimental notebooks into robust, production-ready services. Building and maintaining CI/CD pipelines for ML workflows using GitHub Actions, Jenkins, or similar tools is required. We require a PhD's degree and 7+ years of proven experience in a similar role.","Python, LLM, Langchain, FastAPI, Docker, AWS, Git, CI/CD, Hugging Face, PostgreSQL",7,PhD,"32,000–48,000 SAR/month"
ML Engineer,Riyad Bank,Riyadh,"Riyad Bank's ML/AI Engineering team is expanding and looking for a passionate ML Engineer in Riyadh. You will collaborate with data scientists to translate experimental notebooks into robust, production-ready services. Building and maintaining CI/CD pipelines for ML workflows using GitHub Actions, Jenkins, or similar tools is required. You will implement observability, alerting, and rollback mechanisms for all deployed ML models. Containerisation with Docker and orchestration with Kubernetes are core skills you will use daily. You will integrate LLM-powered features (RAG, function calling, agents) into our product stack. A PhD's degree with 3+ years of industry experience is expected. Saudi nationals and Iqama holders welcome.","Python, Deep Learning, TensorFlow, TensorFlow Serving, Docker, Kubernetes, Airflow, AWS, SQL, GitHub",3,PhD,"32,000–48,000 SAR/month"
Reporting Analyst,Salla,Riyadh,"Salla's Data Analysis & BI team is expanding and looking for a passionate Reporting Analyst in Riyadh. Experience with dbt for data modelling and transformation in a modern analytics stack is highly valued. You will track business KPIs, build executive reporting packs, and contribute to the weekly business review process. Conducting root-cause analyses and identifying growth opportunities from large datasets is a core expectation. You will design and maintain interactive Power BI or Tableau dashboards consumed by executives and operational teams. A PhD's degree with 2+ years of industry experience is expected. Saudi nationals and Iqama holders welcome.","SQL, Mixpanel, Amplitude, Python, Data Analysis, Excel, Statistics, Communication, Product Analytics",2,PhD,"12,000–18,000 SAR/month"
Product Analyst,SAP Saudi Arabia,Riyadh,"We are seeking a talented Product Analyst to join our growing team at SAP Saudi Arabia (Riyadh). Translating complex datasets into clear, actionable visualisations for non-technical audiences is essential. You will support A/B test evaluation, funnel analysis, and cohort studies for product and marketing teams. Responsibilities include building self-serve analytics dashboards and conducting ad-hoc analyses on demand. A PhD's degree in a relevant field and 4+ years of experience are required.","SQL, Tableau, Python, Pandas, Data Visualization, Excel, BI, ETL, Statistics, Communication",4,PhD,"20,000–30,000 SAR/month"
Data Product Manager,Tabby,Riyadh,"An exciting opportunity at Tabby for a skilled Data Product Manager based in Riyadh. Strong analytical skills — including comfort with SQL and data dashboards — are essential to inform your decisions. You will own KPIs, run user interviews, and synthesise qualitative and quantitative feedback into actionable improvements. Communicating project status to executive stakeholders and managing risk proactively are critical aspects of the role. This role requires a Master's degree (or equivalent) and a minimum of 8 years of relevant experience.","Product Management, Agile, SQL, Power BI, Communication, Critical Thinking, Project Management, Excel, Leadership",8,Master,"20,000–30,000 SAR/month"
Senior Software Engineer,Saudi Aramco,Riyadh,"Saudi Aramco is hiring an experienced Senior Software Engineer to strengthen our Software Engineering capabilities in Riyadh. You will write clean, testable code with thorough documentation and participate actively in peer code reviews. Contributing to system design discussions and defining API contracts with frontend and mobile teams is expected. You will build and maintain microservices, manage service-to-service communication, and handle distributed system complexity. Participation in Agile ceremonies, sprint planning, and continuous delivery is part of everyday engineering life here. Candidates should hold a Master's degree with at least 1 years of hands-on experience.","Python, Flask, MongoDB, Docker, AWS, Git, REST API, SQL, Redis, GitHub",1,Master,"28,000–42,000 SAR/month"
Research Scientist,NEOM,Riyadh,"NEOM's Data Science team is expanding and looking for a passionate Research Scientist in Riyadh. Deep learning model optimisation, hyperparameter tuning, and cross-validation will be everyday activities. You will work on computer vision pipelines for image classification, object detection, and segmentation tasks. You will design and implement machine learning models to solve complex business problems and improve decision-making at scale. Working closely with data engineers, you will build robust feature pipelines that feed production ML systems. A Master's degree with 4+ years of industry experience is expected. Saudi nationals and Iqama holders welcome.","Python, Deep Learning, Computer Vision, OpenCV, PyTorch, TensorFlow, SQL, Pandas, Git, Docker, AWS",4,Master,"28,000–42,000 SAR/month"
Research Scientist,Saudi Post,Riyadh,"Saudi Post is hiring an experienced Research Scientist to strengthen our Data Science capabilities in Riyadh. Deep learning model optimisation, hyperparameter tuning, and cross-validation will be everyday activities. You will work on computer vision pipelines for image classification, object detection, and segmentation tasks. You will design and implement machine learning models to solve complex business problems and improve decision-making at scale. Working closely with data engineers, you will build robust feature pipelines that feed production ML systems. You will conduct rigorous experiments using statistical methods and present findings to senior stakeholders. Candidates should hold a Master's degree with at least 2 years of hands-on experience.","Python, Machine Learning, XGBoost, LightGBM, Gradient Boosting, Statistics, Feature Engineering, Pandas, NumPy, SQL, Matplotlib, Git",2,Master,"28,000–42,000 SAR/month"
Product Analyst,Zid,Riyadh,"An exciting opportunity at Zid for a skilled Product Analyst based in Riyadh. You will collaborate with data engineers to ensure pipelines feeding your analyses are reliable and well-documented. Experience with dbt for data modelling and transformation in a modern analytics stack is highly valued. You will track business KPIs, build executive reporting packs, and contribute to the weekly business review process. Conducting root-cause analyses and identifying growth opportunities from large datasets is a core expectation. You will design and maintain interactive Power BI or Tableau dashboards consumed by executives and operational teams. This role requires a PhD's degree (or equivalent) and a minimum of 8 years of relevant experience.","SQL, Mixpanel, Amplitude, Python, Data Analysis, Excel, Statistics, Communication, Product Analytics",8,PhD,"20,000–30,000 SAR/month"
Data Scientist,Careem,Riyadh,"Careem is hiring an experienced Data Scientist to strengthen our Data Science capabilities in Riyadh. You will mentor junior data scientists and contribute to internal ML best-practices and knowledge sharing. Deep learning model optimisation, hyperparameter tuning, and cross-validation will be everyday activities. You will work on computer vision pipelines for image classification, object detection, and segmentation tasks. Candidates should hold a PhD's degree with at least 2 years of hands-on experience.","Python, NLP, BERT, Transformers, Hugging Face, SQL, Pandas, Feature Engineering, Model Deployment, FastAPI, Docker, Git",2,PhD,"35,000–50,000 SAR/month"
ML Infrastructure Engineer,Riyad Bank,Riyadh,"We are seeking a talented ML Infrastructure Engineer to join our growing team at Riyad Bank (Riyadh). You will integrate LLM-powered features (RAG, function calling, agents) into our product stack. You will design and maintain scalable ML infrastructure including automated training, evaluation, and deployment pipelines. Monitoring model drift, latency, and data quality in production will be a key part of your daily responsibilities. A Master's degree in a relevant field and 4+ years of experience are required.","Python, Recommendation Systems, Real-time ML, Kafka, Spark, Docker, Kubernetes, AWS, SQL, Git",4,Master,"25,000–38,000 SAR/month"
AI Engineer,Lucidya,Riyadh,"An exciting opportunity at Lucidya for a skilled AI Engineer based in Riyadh. Containerisation with Docker and orchestration with Kubernetes are core skills you will use daily. You will integrate LLM-powered features (RAG, function calling, agents) into our product stack. You will design and maintain scalable ML infrastructure including automated training, evaluation, and deployment pipelines. Monitoring model drift, latency, and data quality in production will be a key part of your daily responsibilities. You will package models into production-grade services using FastAPI, TensorFlow Serving, or TorchServe. This role requires a Master's degree (or equivalent) and a minimum of 1 years of relevant experience.","Python, MLOps, Kubeflow, MLflow, Docker, Kubernetes, Google Cloud, SQL, Airflow, Git",1,Master,"25,000–38,000 SAR/month"
Senior Data Scientist,IBM KSA,Riyadh,"We are seeking a talented Senior Data Scientist to join our growing team at IBM KSA (Riyadh). You will build predictive models for customer retention, revenue forecasting, and product recommendations. Evaluating model performance with rigorous benchmarks and iterating rapidly using experiment tracking tools is a core activity. You will mentor junior data scientists and contribute to internal ML best-practices and knowledge sharing. Deep learning model optimisation, hyperparameter tuning, and cross-validation will be everyday activities. You will work on computer vision pipelines for image classification, object detection, and segmentation tasks. A Bachelor's degree in a relevant field and 5+ years of experience are required.","Python, Machine Learning, A/B Testing, Statistics, SQL, Pandas, Scikit-learn, Matplotlib, Seaborn, Git, Airflow",5,Bachelor,"35,000–50,000 SAR/month"
BI Developer,Elm,Riyadh,"Elm is hiring an experienced BI Developer to strengthen our Data Analysis & BI capabilities in Riyadh. You will collaborate with data engineers to ensure pipelines feeding your analyses are reliable and well-documented. Experience with dbt for data modelling and transformation in a modern analytics stack is highly valued. You will track business KPIs, build executive reporting packs, and contribute to the weekly business review process. Conducting root-cause analyses and identifying growth opportunities from large datasets is a core expectation. You will design and maintain interactive Power BI or Tableau dashboards consumed by executives and operational teams. Candidates should hold a Bachelor's degree with at least 4 years of hands-on experience.","SQL, Mixpanel, Amplitude, Python, Data Analysis, Excel, Statistics, Communication, Product Analytics",4,Bachelor,"20,000–30,000 SAR/month"
Threat Intelligence Analyst,Foodics,Riyadh,"We are seeking a talented Threat Intelligence Analyst to join our growing team at Foodics (Riyadh). You will develop and maintain security policies aligned with NCA, ISO 27001, and SAMA cybersecurity frameworks. Proficiency in Python scripting for automation of security tasks and familiarity with cloud security posture management are valued. You will perform penetration tests on web applications, APIs, and internal network infrastructure and produce detailed reports. Threat modelling, red team exercises, and security code reviews are core activities in this role. Close collaboration with DevOps to embed security into CI/CD pipelines (DevSecOps) is expected. A Bachelor's degree in a relevant field and 4+ years of experience are required.","Cybersecurity, DevSecOps, Python, Docker, Kubernetes, AWS, Git, CI/CD, Linux, SAST",4,Bachelor,"22,000–32,000 SAR/month"
SOC Analyst,McKinsey Riyadh,Riyadh,"McKinsey Riyadh's Cybersecurity team is expanding and looking for a passionate SOC Analyst in Riyadh. Threat modelling, red team exercises, and security code reviews are core activities in this role. Close collaboration with DevOps to embed security into CI/CD pipelines (DevSecOps) is expected. You will track threat intelligence feeds, analyse IOCs, and proactively hunt for threats in the environment. Reviewing application code for security vulnerabilities (OWASP Top 10) and advising developers on secure coding is required. A PhD's degree with 3+ years of industry experience is expected. Saudi nationals and Iqama holders welcome.","Cybersecurity, Application Security, Python, OWASP, Docker, Kubernetes, AWS, Git, CI/CD",3,PhD,"16,000–24,000 SAR/month"
Software Engineer,Foodics,Riyadh,"Foodics's Software Engineering team is expanding and looking for a passionate Software Engineer in Riyadh. You will build and maintain microservices, manage service-to-service communication, and handle distributed system complexity. Participation in Agile ceremonies, sprint planning, and continuous delivery is part of everyday engineering life here. You will own features end-to-end: from design and implementation through to monitoring in production. Collaboration with security teams to implement secure coding practices and conduct threat modelling is required. A Bachelor's degree with 1+ years of industry experience is expected. Saudi nationals and Iqama holders welcome.","Python, Flask, MongoDB, Docker, AWS, Git, REST API, SQL, Redis, GitHub",1,Bachelor,"15,000–22,000 SAR/month"
Data Scientist,Lucidya,Riyadh,"An exciting opportunity at Lucidya for a skilled Data Scientist based in Riyadh. You will mentor junior data scientists and contribute to internal ML best-practices and knowledge sharing. Deep learning model optimisation, hyperparameter tuning, and cross-validation will be everyday activities. You will work on computer vision pipelines for image classification, object detection, and segmentation tasks. This role requires a Bachelor's degree (or equivalent) and a minimum of 5 years of relevant experience.","Python, NLP, LLM, Prompt Engineering, GPT, Hugging Face, Transformers, SQL, Pandas, Statistics, Git, Azure",5,Bachelor,"22,000–32,000 SAR/month"
MLOps Engineer,Noon,Riyadh,"Noon is hiring an experienced MLOps Engineer to strengthen our ML/AI Engineering capabilities in Riyadh. Responsibilities include optimising model latency, building shadow-testing frameworks, and automating A/B experiments. You will collaborate with data scientists to translate experimental notebooks into robust, production-ready services. Building and maintaining CI/CD pipelines for ML workflows using GitHub Actions, Jenkins, or similar tools is required. You will implement observability, alerting, and rollback mechanisms for all deployed ML models. Containerisation with Docker and orchestration with Kubernetes are core skills you will use daily. Candidates should hold a PhD's degree with at least 2 years of hands-on experience.","Python, AI, PyTorch, ONNX, FastAPI, Docker, Kubernetes, AWS, Azure, CI/CD, Git",2,PhD,"32,000–48,000 SAR/month"
Penetration Tester,Oracle KSA,Riyadh,"We are seeking a talented Penetration Tester to join our growing team at Oracle KSA (Riyadh). Proficiency in Python scripting for automation of security tasks and familiarity with cloud security posture management are valued. You will perform penetration tests on web applications, APIs, and internal network infrastructure and produce detailed reports. Threat modelling, red team exercises, and security code reviews are core activities in this role. Close collaboration with DevOps to embed security into CI/CD pipelines (DevSecOps) is expected. A Bachelor's degree in a relevant field and 5+ years of experience are required.","Cybersecurity, DevSecOps, Python, Docker, Kubernetes, AWS, Git, CI/CD, Linux, SAST",5,Bachelor,"28,000–42,000 SAR/month"
Senior Data Scientist,stc Solutions,Riyadh,"Join stc Solutions as a Senior Data Scientist and help us drive innovation across Data Science in Saudi Arabia. Close collaboration with MLOps engineers to containerise and serve models via REST APIs is expected. You will build predictive models for customer retention, revenue forecasting, and product recommendations. Evaluating model performance with rigorous benchmarks and iterating rapidly using experiment tracking tools is a core activity. You will mentor junior data scientists and contribute to internal ML best-practices and knowledge sharing. Deep learning model optimisation, hyperparameter tuning, and cross-validation will be everyday activities. We require a PhD's degree and 7+ years of proven experience in a similar role.","Python, Machine Learning, A/B Testing, Statistics, SQL, Pandas, Scikit-learn, Matplotlib, Seaborn, Git, Airflow",7,PhD,"28,000–42,000 SAR/month"
Staff Engineer,Mobily,Riyadh,"Mobily's Software Engineering team is expanding and looking for a passionate Staff Engineer in Riyadh. Responsibilities include database schema design, query optimisation, and ensuring API performance at scale. You will write clean, testable code with thorough documentation and participate actively in peer code reviews. Contributing to system design discussions and defining API contracts with frontend and mobile teams is expected. You will build and maintain microservices, manage service-to-service communication, and handle distributed system complexity. A Master's degree with 8+ years of industry experience is expected. Saudi nationals and Iqama holders welcome.","TypeScript, Node.js, PostgreSQL, Docker, AWS, Git, REST API, React, SQL, CI/CD",8,Master,"15,000–22,000 SAR/month"
Data Product Manager,Banque Saudi Fransi,Riyadh,"Banque Saudi Fransi is hiring an experienced Data Product Manager to strengthen our Product & Project Management capabilities in Riyadh. Strong analytical skills — including comfort with SQL and data dashboards — are essential to inform your decisions. You will own KPIs, run user interviews, and synthesise qualitative and quantitative feedback into actionable improvements. Communicating project status to executive stakeholders and managing risk proactively are critical aspects of the role. Candidates should hold a Master's degree with at least 2 years of hands-on experience.","Product Management, Agile, SQL, Power BI, Communication, Critical Thinking, Project Management, Excel, Leadership",2,Master,"20,000–30,000 SAR/month"
